Frame,Class,Make,Model,Color,Probability,Coordinates,Frame Path
1,car,Toyota Corolla  2012,Sedan,White,0.059,"(2043, 879, 2427, 1226)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Infiniti G  IPL 2012,Coupe,Black,0.094,"(2, 687, 354, 985)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Toyota Corolla  2012,Sedan,Black,0.168,"(752, 1369, 1430, 1982)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,FIAT 500 Abarth 2012,,White,0.105,"(1150, 1303, 1645, 1800)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Suzuki SX4  2012,Sedan,Black,0.063,"(2197, 1154, 2785, 1736)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,BMW X5  2007,SUV,White,0.259,"(1246, 1008, 1745, 1426)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Geo Metro  1993,Convertible,White,0.163,"(476, 1961, 1172, 2151)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Toyota Corolla  2012,Sedan,White,0.065,"(1294, 840, 1676, 1062)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Audi A5  2012,Coupe,White,0.153,"(597, 583, 807, 773)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Ford Freestar  2007,Minivan,White,0.121,"(2236, 810, 2553, 1056)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,bus,Ram C/V Cargo  Minivan 2012,Van,White,0.053,"(2127, 451, 2421, 714)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,truck,Toyota Corolla  2012,Sedan,White,0.032,"(286, 539, 608, 881)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Audi A5  2012,Coupe,White,0.239,"(2220, 1056, 2668, 1227)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Land Rover LR2  2012,SUV,White,0.028,"(2280, 1706, 3326, 2150)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Volkswagen Beetle back 2012,Hatch,White,0.059,"(1479, 769, 1787, 1079)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Nissan Leaf back 2012,Hatch,White,0.024,"(1403, 672, 1694, 837)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Nissan Leaf back 2012,Hatch,White,0.116,"(2090, 691, 2435, 898)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Volkswagen Beetle back 2012,Hatch,White,0.114,"(843, 584, 972, 725)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,truck,Audi A5  2012,Coupe,White,0.028,"(2259, 1706, 3330, 2140)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Scion xD back 2012,Hatch,White,0.257,"(2445, 585, 2609, 762)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Audi A5  2012,Coupe,White,0.151,"(956, 622, 1084, 689)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Toyota 4Runner  2012,SUV,White,0.051,"(746, 589, 891, 733)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Scion xD back 2012,Hatch,White,0.298,"(1551, 576, 1805, 786)",vehicle_classification/frames_with_vehicles/frame_0.jpg
1,car,Dodge Caravan  1997,Minivan,White,0.050,"(747, 577, 887, 700)",vehicle_classification/frames_with_vehicles/frame_0.jpg
2,car,Toyota Corolla  2012,Sedan,White,0.060,"(2043, 879, 2427, 1226)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Infiniti G  IPL 2012,Coupe,Black,0.087,"(2, 688, 354, 985)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Toyota Corolla  2012,Sedan,Black,0.169,"(752, 1369, 1430, 1982)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,FIAT 500 Abarth 2012,,White,0.106,"(1150, 1303, 1645, 1800)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Suzuki SX4  2012,Sedan,Black,0.066,"(2197, 1154, 2785, 1736)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,BMW X5  2007,SUV,White,0.258,"(1246, 1008, 1745, 1426)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Geo Metro  1993,Convertible,White,0.184,"(477, 1961, 1172, 2151)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Toyota Corolla  2012,Sedan,White,0.066,"(1294, 840, 1676, 1062)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Audi A5  2012,Coupe,White,0.156,"(597, 583, 807, 773)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Ford Freestar  2007,Minivan,White,0.124,"(2236, 810, 2553, 1056)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,bus,Ram C/V Cargo  Minivan 2012,Van,White,0.056,"(2127, 450, 2421, 715)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,truck,Toyota Corolla  2012,Sedan,White,0.031,"(285, 539, 608, 881)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Audi A5  2012,Coupe,White,0.241,"(2220, 1056, 2668, 1227)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Audi A5  2012,Coupe,White,0.027,"(2282, 1707, 3326, 2150)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Volkswagen Beetle back 2012,Hatch,White,0.060,"(1479, 769, 1787, 1079)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Audi A5  2012,Coupe,White,0.029,"(1407, 670, 1704, 845)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Nissan Leaf back 2012,Hatch,White,0.115,"(2092, 691, 2435, 898)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Volkswagen Beetle back 2012,Hatch,White,0.111,"(843, 584, 972, 724)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,truck,Audi A5  2012,Coupe,White,0.028,"(2259, 1706, 3330, 2140)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Scion xD back 2012,Hatch,White,0.224,"(2445, 586, 2610, 762)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Audi A5  2012,Coupe,White,0.150,"(956, 622, 1084, 689)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Toyota 4Runner  2012,SUV,White,0.054,"(746, 589, 891, 733)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Scion xD back 2012,Hatch,White,0.270,"(1551, 576, 1805, 787)",vehicle_classification/frames_with_vehicles/frame_1.jpg
2,car,Volkswagen Beetle back 2012,Hatch,White,0.053,"(747, 577, 887, 702)",vehicle_classification/frames_with_vehicles/frame_1.jpg
3,car,Dodge Caravan  1997,Minivan,White,0.098,"(2042, 877, 2428, 1228)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Eagle Talon back 1998,Hatch,Black,0.073,"(3, 687, 357, 982)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Toyota Corolla  2012,Sedan,Black,0.168,"(751, 1373, 1424, 1991)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,FIAT 500 Abarth 2012,,White,0.143,"(1145, 1306, 1647, 1805)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Suzuki SX4  2012,Sedan,Black,0.072,"(2201, 1164, 2783, 1741)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,BMW X5  2007,SUV,White,0.264,"(1246, 1010, 1744, 1426)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Geo Metro  1993,Convertible,White,0.130,"(484, 1968, 1169, 2151)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Nissan Leaf back 2012,Hatch,White,0.088,"(1293, 843, 1678, 1065)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Audi A5  2012,Coupe,White,0.203,"(598, 583, 808, 773)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Ford Freestar  2007,Minivan,White,0.106,"(2234, 810, 2555, 1059)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,truck,Toyota Corolla  2012,Sedan,White,0.038,"(283, 540, 611, 880)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,bus,Ram C/V Cargo  Minivan 2012,Van,White,0.074,"(2125, 451, 2421, 712)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Audi A5  2012,Coupe,White,0.157,"(2221, 1057, 2668, 1229)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,smart fortwo  2012,Convertible,White,0.089,"(1463, 768, 1791, 1069)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Nissan Leaf back 2012,Hatch,White,0.028,"(1402, 671, 1692, 837)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Land Rover LR2  2012,SUV,White,0.046,"(2287, 1715, 3322, 2150)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Nissan Leaf back 2012,Hatch,White,0.121,"(2085, 690, 2437, 896)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,truck,Audi A5  2012,Coupe,White,0.028,"(2265, 1714, 3326, 2140)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Volkswagen Beetle back 2012,Hatch,White,0.094,"(842, 583, 971, 724)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Audi A5  2012,Coupe,White,0.120,"(956, 622, 1084, 688)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Scion xD back 2012,Hatch,White,0.281,"(2446, 591, 2615, 769)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Toyota Corolla  2012,Sedan,White,0.080,"(743, 586, 892, 733)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Infiniti G  IPL 2012,Coupe,White,0.045,"(1325, 612, 1438, 724)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Dodge Caravan  1997,Minivan,White,0.116,"(2332, 821, 2558, 1064)",vehicle_classification/frames_with_vehicles/frame_2.jpg
3,car,Ford Freestar  2007,Minivan,White,0.083,"(1551, 578, 1798, 737)",vehicle_classification/frames_with_vehicles/frame_2.jpg
4,car,Toyota Corolla  2012,Sedan,White,0.053,"(2043, 880, 2429, 1229)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Eagle Talon back 1998,Hatch,Black,0.114,"(0, 685, 367, 980)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Dodge Caravan  1997,Minivan,Black,0.072,"(2193, 1169, 2784, 1747)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,FIAT 500 Abarth 2012,,White,0.118,"(1147, 1311, 1647, 1809)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Toyota Corolla  2012,Sedan,Black,0.128,"(748, 1377, 1424, 1997)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,BMW X5  2007,SUV,White,0.277,"(1246, 1011, 1742, 1429)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Volkswagen Beetle back 2012,Hatch,White,0.065,"(482, 1981, 1166, 2152)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Nissan Leaf back 2012,Hatch,White,0.077,"(1295, 842, 1675, 1063)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Audi A5  2012,Coupe,White,0.108,"(599, 585, 815, 774)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Ford Freestar  2007,Minivan,White,0.158,"(2230, 809, 2555, 1063)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,bus,Ram C/V Cargo  Minivan 2012,Van,White,0.052,"(2125, 450, 2423, 716)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,truck,Toyota Corolla  2012,Sedan,White,0.050,"(283, 541, 614, 870)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Ford F-150 2007, Regular Cab,White,0.123,"(2213, 1058, 2672, 1241)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Toyota Corolla  2012,Sedan,White,0.050,"(1472, 768, 1788, 1082)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Audi A5  2012,Coupe,White,0.028,"(2293, 1712, 3333, 2149)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Nissan Leaf back 2012,Hatch,White,0.150,"(2097, 691, 2436, 898)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Nissan Leaf back 2012,Hatch,White,0.091,"(1396, 666, 1684, 830)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Infiniti G  IPL 2012,Coupe,White,0.074,"(746, 583, 893, 724)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Infiniti G  IPL 2012,Coupe,White,0.097,"(848, 581, 968, 692)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,truck,Land Rover LR2  2012,SUV,White,0.026,"(2277, 1713, 3334, 2140)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Audi A5  2012,Coupe,White,0.096,"(959, 622, 1084, 687)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Dodge Caravan  1997,Minivan,White,0.086,"(2328, 824, 2559, 1064)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Scion xD back 2012,Hatch,White,0.327,"(2447, 590, 2613, 765)",vehicle_classification/frames_with_vehicles/frame_3.jpg
4,car,Scion xD back 2012,Hatch,White,0.296,"(1551, 576, 1809, 807)",vehicle_classification/frames_with_vehicles/frame_3.jpg
5,car,Dodge Caravan  1997,Minivan,White,0.063,"(2044, 881, 2428, 1231)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,FIAT 500 Abarth 2012,,Black,0.081,"(0, 686, 370, 979)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,FIAT 500 Abarth 2012,,White,0.112,"(1148, 1317, 1641, 1812)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Toyota Corolla  2012,Sedan,Black,0.192,"(748, 1379, 1433, 2000)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Dodge Caravan  1997,Minivan,Black,0.104,"(2196, 1170, 2786, 1751)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,BMW X5  2007,SUV,White,0.284,"(1242, 1012, 1741, 1429)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Geo Metro  1993,Convertible,White,0.160,"(484, 1987, 1159, 2151)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Nissan Leaf back 2012,Hatch,White,0.072,"(1294, 843, 1677, 1069)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.118,"(599, 585, 816, 775)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Ford Freestar  2007,Minivan,White,0.231,"(2232, 808, 2556, 1062)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,bus,Chevrolet Tahoe Hybrid  2012,SUV,White,0.054,"(2127, 450, 2423, 719)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,truck,HUMMER H3T  2010,Crew Cab,White,0.043,"(284, 535, 618, 872)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Toyota Corolla  2012,Sedan,White,0.049,"(1472, 767, 1787, 1080)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Dodge Caravan  1997,Minivan,White,0.081,"(2214, 1056, 2674, 1244)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Nissan Leaf back 2012,Hatch,White,0.052,"(1397, 672, 1686, 836)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.029,"(2302, 1717, 3338, 2150)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Nissan Leaf back 2012,Hatch,White,0.211,"(2095, 692, 2440, 907)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,truck,Audi A5  2012,Coupe,White,0.028,"(2287, 1718, 3345, 2140)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Volkswagen Beetle back 2012,Hatch,White,0.071,"(749, 584, 894, 720)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Scion xD back 2012,Hatch,White,0.294,"(2447, 597, 2617, 763)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.086,"(959, 621, 1084, 687)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,FIAT 500 Abarth 2012,,White,0.177,"(835, 581, 971, 716)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Ford Freestar  2007,Minivan,White,0.082,"(2314, 817, 2564, 1065)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Toyota Corolla  2012,Sedan,White,0.135,"(849, 581, 969, 685)",vehicle_classification/frames_with_vehicles/frame_4.jpg
5,car,Scion xD back 2012,Hatch,White,0.337,"(1549, 577, 1813, 809)",vehicle_classification/frames_with_vehicles/frame_4.jpg
6,car,Mercedes-Benz Sprinter  2012,Van,White,0.077,"(2045, 882, 2428, 1232)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Toyota Corolla  2012,Sedan,Black,0.134,"(746, 1382, 1431, 2007)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,FIAT 500 Abarth 2012,,White,0.109,"(1147, 1319, 1643, 1812)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,FIAT 500 Abarth 2012,,Black,0.066,"(2189, 1175, 2795, 1753)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Infiniti G  IPL 2012,Coupe,Black,0.125,"(1, 686, 372, 976)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Geo Metro  1993,Convertible,White,0.085,"(483, 1993, 1140, 2151)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,BMW X5  2007,SUV,White,0.393,"(1238, 1014, 1737, 1423)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.064,"(1295, 848, 1678, 1068)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.075,"(599, 585, 821, 776)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,truck,HUMMER H2 UT Crew Cab 2009,S,White,0.047,"(292, 535, 619, 869)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.040,"(2311, 1718, 3334, 2149)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,bus,Chevrolet Malibu  2007,Sedan,White,0.056,"(2118, 450, 2423, 716)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Ford Freestar  2007,Minivan,White,0.129,"(2240, 806, 2555, 1063)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Dodge Charger RT-8 2009,S,White,0.053,"(2214, 1059, 2676, 1244)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Nissan Leaf back 2012,Hatch,White,0.026,"(1401, 668, 1692, 842)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Volkswagen Beetle back 2012,Hatch,White,0.079,"(745, 584, 896, 732)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,FIAT 500 Abarth 2012,,White,0.257,"(824, 580, 973, 718)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Toyota Corolla  2012,Sedan,White,0.071,"(1456, 767, 1782, 1058)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Toyota Corolla  2012,Sedan,White,0.130,"(847, 581, 968, 693)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Nissan Leaf back 2012,Hatch,White,0.132,"(2116, 692, 2431, 876)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.102,"(962, 622, 1084, 688)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,truck,Audi A5  2012,Coupe,White,0.036,"(2297, 1719, 3340, 2139)",vehicle_classification/frames_with_vehicles/frame_5.jpg
6,car,BMW 1 Series  2012,Coupe,White,0.045,"(1316, 611, 1441, 707)",vehicle_classification/frames_with_vehicles/frame_5.jpg
